Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,59.619998931884766,59.93000030517578,59.36000061035156,59.849998474121094,56.04856872558594,14432900
2020-01-02,60.2400016784668,60.970001220703125,60.220001220703125,60.84000015258789,56.97568893432617,18056000
2020-01-03,59.810001373291016,60.70000076293945,59.810001373291016,60.099998474121094,56.282691955566406,15293900
2020-01-06,59.59000015258789,60.20000076293945,59.33000183105469,59.93000030517578,56.12348937988281,17755200
2020-01-07,59.779998779296875,59.79999923706055,58.88999938964844,58.93000030517578,55.18701171875,21876100
2020-01-08,58.88999938964844,59.31999969482422,58.52000045776367,58.970001220703125,55.224464416503906,23133500
2020-01-09,59.04999923706055,59.5099983215332,58.83000183105469,59.29999923706055,55.533504486083984,18813300
2020-01-10,59.56999969482422,60.08000183105469,58.869998931884766,58.939998626708984,55.19636917114258,15200600
2020-01-13,59.16999816894531,59.779998779296875,59.08000183105469,59.59000015258789,55.805091857910156,16453300
2020-01-14,59.4900016784668,59.7400016784668,59.189998626708984,59.43000030517578,55.655242919921875,17051200
2020-01-15,59.29999923706055,59.650001525878906,58.75,58.939998626708984,55.19636917114258,18498800
2020-01-16,59.2599983215332,59.84000015258789,59.06999969482422,59.65999984741211,55.87063980102539,21365500
2020-01-17,59.97999954223633,60.0,59.2400016784668,59.599998474121094,55.814453125,21803400
2020-01-21,59.810001373291016,61.25,59.790000915527344,60.54999923706055,56.704105377197266,28358500
2020-01-22,61.040000915527344,62.849998474121094,60.970001220703125,62.72999954223633,58.745643615722656,29475100
2020-01-23,62.86000061035156,63.709999084472656,62.810001373291016,63.31999969482422,59.29817581176758,42778700
2020-01-24,66.56999969482422,69.29000091552734,66.45999908447266,68.47000122070312,64.12106323242188,84711000
2020-01-27,66.72000122070312,67.41999816894531,65.5999984741211,65.69000244140625,61.51764678955078,30764000
2020-01-28,66.5,67.58000183105469,65.94000244140625,67.30999755859375,63.03474426269531,30915400
2020-01-29,67.62999725341797,68.05999755859375,66.16999816894531,66.33000183105469,62.11699295043945,18055800
2020-01-30,65.63999938964844,66.5,64.93000030517578,66.47000122070312,62.248104095458984,18522400
2020-01-31,65.80000305175781,65.9800033569336,63.66999816894531,63.93000030517578,59.86942672729492,25268400
2020-02-03,64.45999908447266,65.04000091552734,64.30000305175781,64.41999816894531,60.32830047607422,16646600
2020-02-04,65.7699966430664,66.05999755859375,64.91999816894531,65.45999908447266,61.30224609375,20970800
2020-02-05,66.69000244140625,67.5999984741211,66.12999725341797,67.33999633789062,63.062843322753906,23401400
2020-02-06,67.30000305175781,67.4000015258789,66.7699966430664,67.08999633789062,63.13812255859375,17408000
2020-02-07,66.86000061035156,67.30000305175781,66.01000213623047,66.0199966430664,62.13114929199219,18134600
2020-02-10,65.55999755859375,66.4000015258789,65.44000244140625,66.38999938964844,62.47936248779297,22299300
2020-02-11,66.83000183105469,67.70999908447266,66.56999969482422,67.41000366210938,63.439273834228516,17975600
2020-02-12,67.5999984741211,68.08999633789062,67.30999755859375,67.45999908447266,63.486331939697266,15586600
2020-02-13,66.98999786376953,67.6500015258789,66.73999786376953,67.44000244140625,63.467506408691406,11602700
2020-02-14,67.5199966430664,67.86000061035156,66.81999969482422,67.2699966430664,63.30751037597656,13405500
2020-02-18,66.66000366210938,66.69000244140625,65.87999725341797,66.13999938964844,62.24409103393555,12758400
2020-02-19,66.38999938964844,67.19999694824219,66.18000030517578,67.11000061035156,63.156944274902344,13551200
2020-02-20,67.04000091552734,67.29000091552734,64.55999755859375,65.44999694824219,61.5947265625,26452600
2020-02-21,65.18000030517578,65.25,64.04000091552734,64.33999633789062,60.550106048583984,20775900
2020-02-24,61.61000061035156,62.77000045776367,61.31999969482422,61.7599983215332,58.1220817565918,26903100
2020-02-25,61.9900016784668,62.279998779296875,59.459999084472656,59.72999954223633,56.21165466308594,34495700
2020-02-26,60.11000061035156,60.81999969482422,59.27000045776367,59.650001525878906,56.136375427246094,26190100
2020-02-27,57.93000030517578,58.5099983215332,55.79999923706055,55.83000183105469,52.5413818359375,42226900
2020-02-28,54.29999923706055,56.380001068115234,53.599998474121094,55.52000045776367,52.2496452331543,60721700
2020-03-02,55.790000915527344,58.220001220703125,54.52000045776367,58.18000030517578,54.752952575683594,43140300
2020-03-03,58.029998779296875,59.02000045776367,55.400001525878906,55.970001220703125,52.67313766479492,49740300
2020-03-04,57.0099983215332,58.709999084472656,56.15999984741211,58.68000030517578,55.223506927490234,29223100
2020-03-05,57.060001373291016,58.65999984741211,56.61000061035156,56.959999084472656,53.604820251464844,29099200
2020-03-06,55.18000030517578,56.0099983215332,54.540000915527344,55.77000045776367,52.48491668701172,36259200
2020-03-09,51.91999816894531,52.709999084472656,50.0,50.849998474121094,47.85472869873047,56197000
2020-03-10,52.7599983215332,54.0,50.43000030517578,53.97999954223633,50.800357818603516,36569000
2020-03-11,52.38999938964844,53.540000915527344,51.0099983215332,51.65999984741211,48.61701583862305,38563500
2020-03-12,47.9900016784668,50.09000015258789,45.369998931884766,45.540000915527344,42.85750961303711,50661700
2020-03-13,48.2599983215332,55.0,47.7400016784668,54.43000030517578,51.22385025024414,48805100
2020-03-16,47.5099983215332,52.25,43.630001068115234,44.61000061035156,41.9822883605957,53878900
2020-03-17,45.7599983215332,51.630001068115234,45.20000076293945,50.08000183105469,47.130088806152344,52085200
2020-03-18,46.709999084472656,50.04999923706055,45.20000076293945,47.61000061035156,44.80557632446289,49309900
2020-03-19,47.84000015258789,49.22999954223633,45.15999984741211,45.939998626708984,43.233943939208984,44538000
2020-03-20,46.5099983215332,49.41999816894531,45.470001220703125,45.83000183105469,43.13043212890625,52344000
2020-03-23,46.02000045776367,50.4900016784668,45.90999984741211,49.58000183105469,46.65953826904297,46698500
2020-03-24,53.13999938964844,54.63999938964844,51.349998474121094,52.400001525878906,49.31342697143555,50019800
2020-03-25,52.47999954223633,53.790000915527344,49.90999984741211,51.2599983215332,48.24057388305664,41106100
2020-03-26,51.7400016784668,55.95000076293945,51.65999984741211,55.540000915527344,52.26846694946289,41459800
2020-03-27,53.41999816894531,54.63999938964844,52.06999969482422,52.369998931884766,49.285194396972656,31633500
2020-03-30,52.9900016784668,56.099998474121094,52.83000183105469,55.4900016784668,52.221412658691406,31628600
2020-03-31,55.060001373291016,55.79999923706055,53.220001220703125,54.119998931884766,50.932106018066406,48074700
2020-04-01,52.5,54.689998626708984,51.43000030517578,51.880001068115234,48.82406234741211,29586600
2020-04-02,51.290000915527344,54.560001373291016,51.220001220703125,54.349998474121094,51.148563385009766,27810000
2020-04-03,53.849998474121094,55.130001068115234,52.72999954223633,54.130001068115234,50.941524505615234,23906100
2020-04-06,56.630001068115234,58.77000045776367,56.119998931884766,58.43000030517578,54.988243103027344,32323400
2020-04-07,59.939998626708984,61.4900016784668,58.209999084472656,58.400001525878906,54.959999084472656,41410000
2020-04-08,58.9900016784668,59.5099983215332,57.90999984741211,58.97999954223633,55.505836486816406,26719500
2020-04-09,59.36000061035156,59.720001220703125,56.060001373291016,57.13999938964844,53.77421951293945,40499700
2020-04-13,56.56999969482422,58.77000045776367,56.56999969482422,58.70000076293945,55.242332458496094,23251900
2020-04-14,60.040000915527344,60.900001525878906,59.5099983215332,60.65999984741211,57.086875915527344,25674000
2020-04-15,59.7400016784668,59.83000183105469,58.38999938964844,58.869998931884766,55.40231704711914,22841600
2020-04-16,59.61000061035156,60.959999084472656,58.810001373291016,60.790000915527344,57.20922088623047,24433500
2020-04-17,62.02000045776367,62.130001068115234,59.83000183105469,60.36000061035156,56.8045539855957,27385600
2020-04-20,59.279998779296875,60.040000915527344,58.88999938964844,59.18000030517578,55.694053649902344,26420300
